,highly_variable
UBXN4,False
LCT,True
AC011893.1,False
MCM6,False
DARS,False
DARS-AS1,False
AC068492.1,False
CXCR4,False
THSD7B,False
HNMT,False
LINC01832,False
AC114763.1,False
AC114763.2,False
SPOPL,False
AC092620.1,False
AC092620.2,False
LINC02631,False
NXPH2,False
AC023468.1,False
AC013265.1,False
AC062021.1,False
AC016710.1,False
AC078851.1,False
LINC01853,False
LRP1B,False
AC078882.1,False
KYNU,True
ARHGAP15,False
AC013437.1,False
AC079793.1,False
AC092652.3,False
AC092652.1,False
AC092652.2,False
AC079584.2,True
AC079584.1,False
AC016910.1,False
GTDC1,True
ZEB2,True
AC009951.5,False
ZEB2-AS1,False
AC009951.6,False
LINC01412,False
TEX41,False
AC023128.1,False
LINC01966,False
AC096666.1,False
AC092484.1,False
AC079163.2,False
AC079163.1,False
AC079248.1,False
LINC01911,False
AC062032.1,False
AC018678.1,False
ACVR2A,False
AC009480.1,False
ORC4,False
MBD5,False
EPC2,False
AC105402.3,True
KIF5C,False
AC105402.4,False
LYPD6B,True
AC009230.1,False
LYPD6,False
MMADHC,False
AC007364.1,False
LINC01931,False
AC016682.1,False
LINC01818,False
LINC01817,False
RND3,False
LINC01920,False
AC104777.2,False
AC104777.1,False
LINC02612,False
AC023469.2,False
AC023469.1,False
AC018731.1,False
RBM43,False
NMI,False
TNFAIP6,True
RIF1,False
NEB,False
ARL5A,False
AC097448.1,False
CACNB4,True
AC079790.1,False
STAM2,False
AC079790.2,False
FMNL2,True
AC012066.2,False
AC012443.2,False
PRPF40A,False
ARL6IP6,False
AC011901.1,False
LINC01850,False
AC012501.2,False
RPRM,False
GALNT13,False
AC009227.1,False
AC009227.2,False
AC061961.1,False
KCNJ3,False
AC092625.1,False
AC073225.1,False
LINC01876,True
AC074099.1,False
NR4A2,False
GPD2,False
LINC01958,False
AC096589.2,False
AC096589.1,False
AC108057.1,False
GALNT5,False
ERMN,True
CYTIP,False
ACVR1C,True
AC019186.1,False
ACVR1,False
UPP2,False
AC013731.1,False
AC091488.1,False
UPP2-IT1,False
CCDC148-AS1,False
CCDC148,False
PKP4,False
PKP4-AS1,False
AC005042.2,False
DAPL1,False
AC064843.1,False
TANC1,False
WDSUB1,False
BAZ2B,False
AC008277.1,False
AC009506.1,False
AC009961.1,False
MARCH7,False
CD302,False
AC009961.4,False
LY75,False
PLA2R1,False
ITGB6,False
AC092153.1,False
LINC02478,False
RBMS1,False
AC009313.1,False
TANK,False
AC009299.3,True
LINC01806,False
PSMD14,False
TBR1,False
AC009487.1,False
AC009487.3,False
SLC4A10,True
AC062022.2,False
DPP4,False
AC008063.1,False
AC008063.2,False
GCG,False
AC007750.1,False
FAP,False
IFIH1,False
GCA,False
KCNH7,False
AC011900.1,False
FIGN,False
AC016766.1,False
GRB14,False
COBLL1,True
AC019197.1,True
SLC38A11,True
SCN3A,True
SCN2A,False
AC011303.1,False
CSRNP3,False
GALNT3,False
AC009495.3,False
AC009495.1,True
AC009495.2,False
TTC21B,False
TTC21B-AS1,False
SCN1A-AS1,True
SCN1A,False
SCN9A,False
SCN7A,False
XIRP2,False
XIRP2-AS1,False
AC073050.1,False
AC016723.1,False
B3GALT1,False
STK39,False
CERS6,False
CERS6-AS1,False
NOSTRIN,False
SPC25,False
G6PC2,False
ABCB11,False
DHRS9,False
AC007556.1,False
LRP2,False
BBS5,False
KLHL41,False
FASTKD1,False
PPIG,False
CCDC173,False
PHOSPHO2,False
KLHL23,False
SSB,False
METTL5,False
UBR3,False
MYO3B,True
MYO3B-AS1,False
AC007277.1,True
AC007405.1,False
LINC01124,False
SP5,False
AC007405.3,False
ERICH2,False
GAD1,False
AC007405.2,False
AC007405.4,False
AC010092.1,False
GORASP2,False
TLK1,False
METTL8,False
DCAF17,False
CYBRD1,False
DYNC1I2,False
SLC25A12,False
HAT1,False
METAP1D,False
DLX1,False
DLX2,False
DLX2-DT,False
AC104088.1,False
AC104088.3,False
AC104088.2,False
ITGA6,True
AC078883.2,False
ITGA6-AS1,False
AC078883.1,False
PDK1,False
RAPGEF4-AS1,False
RAPGEF4,False
MAP3K20,False
MAP3K20-AS1,False
CDCA7,False
AC106900.1,False
SP3,False
AC016737.1,False
AC016737.2,False
LINC01960,False
OLA1,False
LINC01305,False
SP9,False
CIR1,False
SCRN3,False
GPR155,False
AC010894.2,False
AC010894.3,False
WIPF1,False
AC010894.4,False
CHRNA1,False
CHN1,True
ATF2,False
AC096649.1,False
ATP5MC3,False
AC093459.1,False
AC016751.2,False
AC016751.1,False
LNPK,False
EVX2,False
HOXD13,False
HOXD12,False
HOXD11,False
HOXD10,False
HOXD-AS2,False
HOXD9,False
HOXD8,False
HOXD3,False
HOXD4,False
HAGLR,False
AC009336.1,False
HAGLROS,False
HOXD1,False
MTX2,False
LINC01117,False
AC017048.1,False
AC017048.2,False
AC017048.3,False
LINC01116,False
AC092162.2,False
AC073636.1,False
AC074286.1,False
AC079305.3,False
HNRNPA3,False
NFE2L2,False
AC079305.1,False
AC019080.1,False
AC019080.4,False
AC019080.5,False
AC019080.6,False
AGPS,False
TTC30B,False
AC073834.1,True
TTC30A,False
PDE11A,False
AC012499.1,False
AC011998.3,False
RBM45,False
OSBPL6,False
CHROMR,False
PRKRA,False
PJVK,True
FKBP7,False
PLEKHA3,False
TTN-AS1,False
TTN,True
AC009948.3,False
AC009948.2,False
AC010680.3,False
AC010680.2,False
AC010680.4,False
AC010680.5,False
AC010680.1,False
AC092640.1,False
CCDC141,True
SESTD1,False
AC093911.1,False
ZNF385B,False
CWC22,False
AC009478.1,False
SCHLAP1,False
UBE2E3,False
AC104076.1,False
AC068196.1,False
LINC01934,True
AC020595.1,False
ITGA4,False
CERKL,False
NEUROD1,False
AC013733.2,False
AC013733.1,False
AC009962.1,False
ITPRID2,False
PPP1R1C,False
PDE1A,False
AC012500.1,False
DNAJC10,False
FRZB,False
NCKAP1,False
DUSP19,False
AC064871.2,False
NUP35,False
AC021851.1,False
AC021851.2,True
AC093639.3,False
AC093639.1,False
AC093639.2,False
AC096555.1,False
AC020584.1,False
AC096667.1,False
ZNF804A,True
AC009315.1,False
FSIP2-AS1,False
FSIP2-AS2,False
FSIP2,True
AC097500.1,False
LINC01473,True
AC017071.1,False
ZC3H15,False
ITGAV,False
AC017101.1,True
FAM171B,False
ZSWIM2,False
AC007319.1,False
CALCRL,False
TFPI,False
LINC01090,False
GULP1,False
AC092598.1,False
DIRC1,False
COL3A1,False
COL5A2,True
AC133106.1,False
WDR75,False
AC013439.2,False
SLC40A1,False
ASNSD1,False
ASDURF,False
ANKAR,False
OSGEPL1,False
OSGEPL1-AS1,False
AC013468.1,False
ORMDL1,False
PMS1,False
C2orf88,False
MSTN,False
HIBCH,False
INPP1,False
MFSD6,False
AC093388.1,False
NEMP2,False
AC108047.1,False
AC006460.2,False
NAB1,False
AC006460.1,False
AC005540.1,False
GLS,False
STAT1,False
AC067945.2,False
AC067945.3,False
STAT4,True
AC067945.4,False
AC092614.1,False
MYO1B,True
NABP1,False
AC098872.1,False
CAVIN2,False
AC098617.1,False
TMEFF2,False
AC062039.1,False
AC013401.1,False
PCGEM1,False
AC096647.1,False
AC074290.2,False
AC068135.2,False
LINC01821,False
AC073973.1,False
LINC01790,False
AC010983.1,False
AC104823.1,False
AC064834.1,True
LINC01825,False
LINC01827,False
SLC39A10,False
DNAH7,False
STK17B,False
AC114760.2,False
HECW2,False
HECW2-AS1,False
AC068544.2,False
CCDC150,False
GTF3C3,False
C2orf66,False
PGAP1,False
ANKRD44,False
AC013264.1,False
ANKRD44-IT1,False
AC010746.2,False
SF3B1,False
COQ10B,False
HSPD1,False
HSPE1,False
MOB4,False
RFTN2,False
AC020550.2,False
AC011997.1,True
MARS2,False
BOLL,False
PLCL1,True
AC011997.2,False
AC020719.1,False
LINC01923,False
AC019330.1,False
AC020718.1,False
SATB2,True
AC016746.1,False
SATB2-AS1,False
LINC01877,False
FTCDNL1,False
AC097717.1,False
C2orf69,False
TYW5,False
MAIP1,False
AC004464.1,False
SPATS2L,False
AC012459.1,False
KCTD18,False
SGO2,False
AOX1,False
LINC01792,False
AC007163.1,False
BZW1,False
CLK1,False
PPIL3,False
NIF3L1,False
ORC2,False
AC005037.1,False
FAM126B,False
NDUFB3,False
AC007272.1,False
CFLAR,False
CFLAR-AS1,False
AC007283.1,False
CASP10,False
CASP8,False
FLACC1,False
TRAK2,False
STRADB,False
C2CD6,False
TMEM237,False
AC007279.2,False
MPP4,False
ALS2,False
CDK15,False
AC069148.1,False
FZD7,False
KIAA2012,True
KIAA2012-AS1,False
AC079354.3,False
AC079354.2,False
SUMO1,False
NOP58,False
AC064836.4,False
AC064836.2,False
AC064836.3,False
BMPR2,False
FAM117B,False
ICA1L,False
WDR12,False
CARF,False
NBEAL1,False
CYP20A1,False
ABI2,False
AC080075.1,False
RAPH1,False
CD28,False
CTLA4,False
ICOS,True
AC009965.1,False
AC009498.1,False
AC016903.1,False
AC016903.2,False
PARD3B,True
AC007736.1,False
NRP2,False
AC007362.1,False
AC007679.1,False
INO80D,False
AC007383.2,False
NDUFS1,False
AC007383.3,False
EEF1B2,False
GPR1,False
GPR1-AS,False
ZDBF2,False
ADAM23,True
AC010731.2,False
AC010731.3,False
FAM237A,False
DYTN,False
MDH1B,False
FASTKD2,False
AC008269.1,False
AC008269.2,False
CPO,False
KLF7,False
KLF7-IT1,False
MYOSLID,False
AC007879.1,False
AC007879.3,False
AC007879.5,False
AC007879.2,False
AC007879.4,False
AC009226.1,True
LINC01802,False
CREB1,False
METTL21A,False
LINC01857,True
CCNYL1,False
AC096772.1,False
FZD5,True
PLEKHM3,False
AC083900.1,False
CRYGD,False
CRYGC,False
CRYGB,False
CRYGA,False
C2orf80,False
IDH1,False
IDH1-AS1,False
PIKFYVE,False
PTH2R,False
AC019185.2,False
AC109824.1,False
AC016743.1,False
MAP2,True
UNC80,False
RPE,False
KANSL1L,False
AC007038.2,False
AC007038.1,False
AC006994.2,False
ACADL,False
MYL1,False
LANCL1-AS1,False
LANCL1,False
CPS1,False
CPS1-IT1,False
ERBB4,False
AC093865.1,True
LINC01878,False
AC108066.1,False
AC108066.2,False
IKZF2,True
AC079610.1,False
LINC01953,False
AC079610.2,False
SPAG16-DT,False
SPAG16,True
AC068051.1,True
VWC2L,True
VWC2L-IT1,False
BARD1,False
SNHG31,False
ABCA12,False
AC072062.1,False
AC092844.1,False
AC073284.1,False
ATIC,False
FN1,False
AC012462.3,False
AC012462.1,False
AC012462.2,False
AC012668.2,False
AC012668.3,False
AC012668.1,False
LINC00607,False
LINC01614,False
AC122136.1,False
AC093382.1,False
MREG,False
PECR,False
TMEM169,False
XRCC5,False
LINC01963,False
MARCH4,False
AC012513.1,False
AC069155.1,False
AC098820.2,False
SMARCAL1,False
AC098820.1,False
AC098820.3,False
RPL37A,False
LINC01280,False
AC073321.1,False
IGFBP2,False
IGFBP5,False
AC007563.2,False
AC007563.1,False
AC007563.4,False
AC007557.2,False
TNP1,False
LINC01921,False
AC007557.4,False
AC007557.1,False
AC007557.3,False
AC007749.1,False
AC007749.2,False
DIRC3-AS1,False
DIRC3,True
TNS1,False
AC010136.1,False
RUFY4,False
CXCR2,False
CXCR1,False
ARPC2,False
AC021016.2,False
GPBAR1,False
AAMP,False
PNKD,False
TMBIM1,False
CATIP-AS2,False
CATIP,False
CATIP-AS1,False
SLC11A1,True
CTDSP1,False
AC021016.3,False
VIL1,False
USP37,False
CNOT9,False
PLCD4,True
AC012510.1,False
ZNF142,False
BCS1L,False
RNF25,False
STK36,False
TTLL4,False
CYP27A1,False
AC009974.2,False
AC009974.1,False
PRKAG3,False
WNT6,False
WNT10A,False
LINC01494,False
AC097468.2,False
CDK5R2,False
LINC00608,False
FEV,False
CRYBA2,False
AC097468.1,False
CFAP65,False
IHH,False
AC097468.4,False
AC097468.3,False
NHEJ1,False
SLC23A3,False
CNPPD1,False
RETREG2,False
ZFAND2B,False
AC068946.3,False
ABCB6,False
ATG9A,False
ANKZF1,False
GLB1L,False
STK16,False
TUBA4A,False
TUBA4B,False
DNAJB2,False
PTPRN,False
AC114803.1,False
RESP18,False
DNPEP,False
AC053503.2,False
DES,False
AC053503.4,False
SPEG,False
AC053503.1,False
SPEGNB,False
AC053503.5,False
GMPPA,False
ASIC4,False
CHPF,False
TMEM198,False
AC009955.3,False
OBSL1,False
AC009955.4,False
INHA,False
STK11IP,False
AC009955.1,False
SLC4A3,False
AC009955.2,False
LINC02832,False
LINC01803,False
AC008281.1,False
AC019211.1,False
AC093083.1,False
AC067956.1,False
AC093843.1,False
AC093843.2,False
AC011233.2,False
EPHA4,True
AC079834.2,False
AC068489.1,False
PAX3,False
CCDC140,False
AC010980.1,False
SGPP2,False
FARSB,False
MOGAT1,False
ACSL3,False
AC013476.1,False
KCNE4,False
AC013448.1,False
AC013448.2,False
SCG2,False
AP1S3,False
WDFY1,False
MRPL44,False
AC073641.1,False
SERPINE2,False
FAM124B,False
AC073052.2,False
CUL3,False
CCDC195,True
DOCK10,False
NYAP2,False
AC016717.2,False
AC062015.1,False
IRS1,False
AC010735.2,False
AC010735.1,False
RHBDD1,False
COL4A4,True
COL4A3,True
AC097662.1,True
MFF,False
TM4SF20,False
SCYGR1,False
AGFG1,False
SCYGR2,False
C2orf83,False
SCYGR3,False
AC064853.1,False
SCYGR4,False
SCYGR5,False
SLC19A3,False
SCYGR6,False
SCYGR7,False
SCYGR8,False
CCL20,False
DAW1,False
SPHKAP,False
AC009410.1,False
LINC01807,False
AC012070.1,False
PID1,True
DNER,False
AC008273.1,False
TRIP12,False
FBXO36,True
FBXO36-IT1,True
SLC16A14,False
AC009950.1,False
SP110,False
SP140,False
SP140L,False
SP100,False
AC010149.1,False
LINC01907,False
CAB39,False
ITM2C,True
GCSIR,False
GPR55,False
AC012507.1,False
AC012507.3,False
SPATA3-AS1,False
SPATA3,False
C2orf72,False
AC009407.1,False
PSMD1,False
HTR2B,False
ARMC9,False
AC017104.1,False
B3GNT7,False
AC017104.3,False
NCL,False
LINC00471,False
AC017104.6,False
NMUR1,True
AC104634.2,False
TEX44,False
PTMA,False
PDE6D,False
COPS7B,False
AC073476.3,False
NPPC,False
DIS3L2,False
AC019130.1,False
ALPP,False
AC068134.1,False
ALPG,False
AC068134.2,False
ALPI,False
ECEL1,False
PRSS56,False
CHRND,False
CHRNG,False
TIGD1,False
EIF4E2,False
AC073254.1,False
EFHD1,False
GIGYF2,False
AC064852.1,False
KCNJ13,False
SNORC,False
NGEF,False
AC106876.1,False
NEU2,False
INPP5D,False
ATG16L1,False
SAG,False
AC013726.1,False
DGKD,False
USP40,False
UGT1A8,False
UGT1A10,False
UGT1A9,False
UGT1A7,False
UGT1A6,False
AC114812.2,False
UGT1A5,False
UGT1A4,False
UGT1A3,False
UGT1A1,False
MROH2A,False
HJURP,False
TRPM8,False
AC005538.1,False
AC005538.3,False
SPP2,False
AC006037.1,False
AC122134.1,False
AC097713.3,False
AC097713.1,False
LINC01891,True
ARL4C,False
LINC01173,False
AC010148.1,True
SH3BP4,False
AC114814.1,False
AC114814.3,False
AGAP1,True
AGAP1-IT1,False
AC064874.1,False
GBX2,False
AC019068.1,False
ASB18,False
IQCA1,True
AC093915.1,False
IQCA1-AS1,False
ACKR3,False
AC084030.1,False
AC012063.1,False
AC105760.1,False
COPS8,False
AC107079.1,False
AC112715.1,False
COL6A3,False
AC112721.1,False
AC112721.2,False
MLPH,False
PRLH,False
RAB17,False
AC104667.2,False
AC104667.1,False
LRRFIP1,False
AC012076.1,False
RBM44,False
RAMP1,True
UBE2F,False
SCLY,False
ESPNL,False
KLHL30,False
ERFE,False
ILKAP,False
LINC02610,False
AC012485.1,False
HES6,False
PER2,False
AC012485.3,False
AC012485.2,False
TRAF3IP1,False
ASB1,False
AC016999.1,False
LINC01107,False
LINC01937,False
AC113618.2,False
AC145625.2,False
AC145625.1,False
TWIST2,False
LINC01940,False
HDAC4,False
AC017028.1,False
AC017028.2,False
HDAC4-AS1,False
AC023787.2,False
AC023787.3,False
AC023787.1,False
AC079612.1,False
AC079612.2,False
AC093802.2,False
AC093802.1,False
NDUFA10,False
OR6B2,False
OR6B3,False
COPS9,False
OTOS,False
AC124861.3,False
AC124861.2,False
AC124861.1,False
GPC1,True
AC110619.1,False
ANKMY1,False
AC124862.1,False
DUSP28,False
RNPEPL1,False
CAPN10-DT,False
CAPN10,False
GPR35,False
AQP12B,False
AC011298.1,False
AQP12A,False
KIF1A,False
AGXT,False
MAB21L4,False
CROCC2,False
AC104809.2,False
AC104809.1,False
SNED1,True
AC093585.1,False
AC005237.1,False
MTERF4,False
PASK,False
PPP1R7,False
ANO7,False
HDLBP,False
SEPTIN2,False
AC104841.1,False
AC005104.1,False
FARP2,False
AC005104.3,False
STK25,False
BOK-AS1,True
BOK,False
AC133528.1,False
THAP4,False
ATG4B,False
DTYMK,False
ING5,False
AC114730.3,False
D2HGDH,False
AC114730.1,False
AC114730.2,False
GAL3ST2,False
AC131097.1,False
AC131097.2,False
NEU4,False
AC131097.3,False
PDCD1,False
RTP5,True
LINC01237,False
FAM240C,False
LINC01238,False
AC093642.1,False
AC093642.7,False
LINC01880,False
LINC01238-1,False
LINC01986,False
AC066595.1,False
CHL1-AS2,False
AC066595.2,False
CHL1,False
CHL1-AS1,False
AC087428.1,False
LINC01266,True
AC090044.1,False
AC087430.1,False
CNTN6,False
AC018814.1,False
CNTN4,False
CNTN4-AS2,False
AC087427.1,False
CNTN4-AS1,False
IL5RA,False
TRNT1,False
CRBN,False
AC024060.2,False
AC034195.1,True
SUMF1,False
LRRN1,False
AC023480.1,False
AC023483.1,False
SETMAR,False
ITPR1-DT,False
ITPR1,False
EGOT,False
AC018816.1,False
BHLHE40-AS1,False
BHLHE40,False
ARL8B,False
AC026202.2,False
AC026202.3,False
EDEM1,False
AC026202.1,False
AC087857.1,False
AC026167.1,False
AC069277.1,True
GRM7-AS3,False
GRM7,False
GRM7-AS2,False
AC066585.1,False
GRM7-AS1,False
AC077690.1,True
LMCD1-AS1,False
AC018832.1,False
AC023481.1,False
LMCD1,False
AC034187.1,False
SSUH2,False
CAV3,True
OXTR,False
RAD18,False
SRGAP3,False
SRGAP3-AS1,False
AC037193.1,False
SRGAP3-AS2,False
SRGAP3-AS3,False
SRGAP3-AS4,False
AC026191.1,False
THUMPD3-AS1,False
THUMPD3,False
SETD5,False
LHFPL4,False
MTMR14,False
AC022382.2,False
CPNE9,False
BRPF1,False
OGG1,False
CAMK1,False
TADA3,False
ARPC4,False
TTLL3,False
AC022382.1,False
RPUSD3,False
CIDEC,False
JAGN1,False
IL17RE,False
IL17RC,False
CRELD1,False
AC018809.1,False
PRRT3,False
PRRT3-AS1,False
AC018809.2,False
EMC3,False
AC022007.1,False
FANCD2,False
FANCD2OS,False
BRK1,False
VHL,False
AC034193.1,False
IRAK2,True
TATDN2,False
LINC00852,False
GHRL,False
GHRLOS,False
SEC13,False
ATP2B2,True
ATP2B2-IT1,False
ATP2B2-IT2,False
LINC00606,False
AC018495.1,False
SLC6A11,False
AC027128.1,False
SLC6A1,False
SLC6A1-AS1,False
AC066580.1,False
HRH1,True
AC083855.2,False
ATG7,False
VGLL4,False
AC022001.2,False
AC022001.3,False
TAMM41,False
SYN2,False
TIMP4,False
PPARG,False
TSEN2,False
MKRN2OS,False
MKRN2,False
RAF1,False
TMEM40,False
CAND2,False
AC034198.2,False
RPL32,False
LINC02022,False
IQSEC1,False
NUP210,False
HDAC11-AS1,False
HDAC11,False
FBLN2,False
LINC00620,False
WNT7A,False
AC090004.2,False
CHCHD4,False
TMEM43,False
AC093495.1,False
XPC,False
LSM3,False
AC093496.1,False
LINC01267,False
SLC6A6,False
GRIP2,False
AC090952.2,True
AC090952.1,False
CCDC174,False
C3orf20,False
AC090957.1,False
AC087591.1,False
LINC02011,False
FGD5,False
FGD5-AS1,False
NR2C2,False
MRPS25,False
RBSN,False
CAPN7,False
SH3BP5-AS1,False
SH3BP5,False
METTL6,False
EAF1,False
EAF1-AS1,False
COLQ,True
AC027129.1,False
HACL1,False
BTD,False
ANKRD28,False
AC090945.1,True
AC090946.1,False
GALNT15,False
AC090953.2,False
DPH3,False
OXNAD1,False
RFTN1,False
AC090948.1,False
AC090948.2,False
AC090948.3,False
AC090948.4,False
AC010727.1,False
LINC00690,False
AC010139.1,False
DAZL,False
AC091493.1,False
PLCL2,False
PLCL2-AS1,False
AC090644.1,False
TBC1D5,False
AC104451.2,False
AC132807.1,False
AC132807.2,False
SATB1,False
AC144521.1,False
SATB1-AS1,True
KCNH8,True
AC061958.1,True
EFHB,False
RAB5A,False
PP2D1,False
KAT2B,False
SGO1,False
SGO1-AS1,True
AC116096.1,False
AC099753.1,False
ZNF385D,True
ZNF385D-AS1,False
ZNF385D-AS2,False
UBE2E2-AS1,False
UBE2E2,False
UBE2E1-AS1,False
UBE2E1,False
NKIRAS1,False
RPL15,False
NR1D2,False
LINC00691,True
THRB,True
THRB-IT1,False
THRB-AS1,False
AC012087.2,False
AC092422.1,False
RARB,False
TOP2B,False
NGLY1,False
OXSM,False
LINC00692,False
AC099754.1,False
LRRC3B,False
NEK10,False
AC099535.2,False
SLC4A7,False
LINC02084,False
EOMES,True
LINC01980,False
LINC01981,False
LINC01967,False
CMC1,False
AZI2,False
ZCWPW2,False
RBMS3,True
RBMS3-AS3,False
RBMS3-AS2,False
RBMS3-AS1,False
AC025614.2,False
LINC01985,False
AC116035.1,False
TGFBR2,False
AC096921.2,False
GADL1,False
STT3B,False
OSBPL10,True
OSBPL10-AS1,False
ZNF860,True
GPD1L,False
AC097639.1,False
CMTM8,True
CMTM7,False
CMTM6,False
DYNC1LI1,False
CNOT10,False
CNOT10-AS1,False
TRIM71,False
CCR4,False
GLB1,False
TMPPE,False
CRTAP,False
AC112211.1,False
SUSD5,False
FBXL2,False
UBP1,False
CLASP2,False
AC112220.2,False
PDCD6IP,False
LINC01811,True
AC123023.2,False
AC123023.1,False
AC018359.1,False
AC007483.1,False
ARPP21,False
ARPP21-AS1,False
STAC,False
DCLK3,False
LINC02033,False
TRANK1,False
AC011816.2,False
EPM2AIP1,False
MLH1,False
LRRFIP2,False
AC126118.1,False
AC097359.3,False
AC097359.2,False
GOLGA4,False
C3orf35,False
ITGA9,False
ITGA9-AS1,False
CTDSPL,True
VILL,False
PLCD1,False
DLEC1,False
ACAA1,False
MYD88,False
OXSR1,False
SLC22A13,False
SLC22A14,False
XYLB,False
ACVR2B-AS1,False
ACVR2B,False
EXOG,False
SCN5A,True
SCN10A,False
AC116038.1,False
SCN11A,False
WDR48,False
GORASP1,False
TTC21A,False
CSRNP1,False
AC092053.3,False
AC092053.2,False
AC092053.4,False
XIRP1,False
AC092053.6,False
AC092053.5,False
CX3CR1,True
AC104850.2,False
CCR8,False
SLC25A38,False
RPSA,False
AC099332.2,False
AC099332.1,False
MOBP,False
AC092058.1,False
MYRIP,False
EIF1B-AS1,True
EIF1B,False
ENTPD3-AS1,True
ENTPD3,False
RPL14,False
ZNF619,False
ZNF620,False
ZNF621,False
AC122683.1,False
AC099560.1,False
AC099541.2,False
AC099541.1,False
AC009743.1,False
CTNNB1,False
ULK4,False
TRAK1,False
CCK,False
AC018358.1,False
LYZL4,False
VIPR1,False
VIPR1-AS1,False
SEC22C,False
SS18L2,False
NKTR,False
AC006059.1,False
ZBTB47,False
AC006059.5,False
KLHL40,False
HHATL,False
HHATL-AS1,False
CCDC13,False
AC006059.4,False
CCDC13-AS1,False
LINC02158,False
HIGD1A,False
AC099329.1,False
ACKR2,False
AC099329.2,False
KRBOX1,False
CYP8B1,False
ZNF662,False
KRBOX1-AS1,False
GASK1A,False
POMGNT2,False
AC092042.1,False
AC092042.4,False
SNRK,False
SNRK-AS1,False
ANO10,True
ABHD5,True
AC006055.1,False
AC006058.2,False
AC006058.3,False
AC006058.1,False
TOPAZ1,False
AC104187.1,False
TCAIM,True
LINC01988,False
ZNF445,False
ZNF852,False
ZKSCAN7,False
ZKSCAN7-AS1,False
ZNF660,False
ZNF197,True
ZNF197-AS1,False
ZNF35,False
AC124045.1,False
ZNF502,False
ZNF501,False
KIAA1143,False
KIF15,False
TMEM42,False
TGM4,False
AC098649.1,False
ZDHHC3,False
EXOSC7,False
CLEC3B,False
CDCP1,False
TMEM158,False
LARS2,False
LARS2-AS1,False
LIMD1,False
LIMD1-AS1,False
SACM1L,False
SLC6A20,False
LZTFL1,False
AC099782.2,False
CCR9,False
FYCO1,False
CXCR6,False
XCR1,False
CCR3,False
CCR1,False
CCR2,False
CCR5AS,False
CCR5,False
CCRL2,False
LINC02009,False
LTF,False
RTP3,False
LRRC2,False
LRRC2-AS1,False
TDGF1,False
FAM240A,False
AC104304.3,False
ALS2CL,False
TMIE,False
PRSS45P,False
MYL3,False
PTH1R,False
CCDC12,False
NBEAL2,False
SETD2,False
KIF9-AS1,False
KIF9,False
KLHL18,False
AC099778.1,False
PTPN23,False
SCAP,False
ELP6,False
CSPG5,False
SMARCC1,False
AC112512.1,False
DHX30,False
MAP4,False
CDC25A,False
CAMP,False
ZNF589,False
NME6,False
SPINK8,False
FBXW12,False
PLXNB1,False
CCDC51,False
TMA7,False
AC134772.1,False
ATRIP,False
TREX1,False
SHISA5,False
PFKFB4,True
UCN2,False
COL7A1,False
UQCRC1,False
TMEM89,False
SLC26A6,False
CELSR3,False
LINC02585,True
AC141002.1,False
